sample	Acidilobales	Actinomycetales	Bacillales	Bacteroidales	Bifidobacteriales	Burkholderiales	Caldilineales	Campylobacterales	Caulobacterales	Clostridiales	Coriobacteriales	Cytophagales	Desulfovibrionales	Desulfurococcales	Enterobacteriales	Erysipelotrichales	Flavobacteriales	Fusobacteriales	Gammaproteobacteria_incertae_sedis	Halanaerobiales	Hydrogenophilales	Lactobacillales	Methanobacteriales	Mycoplasmatales	Myxococcales	Neisseriales	Pasteurellales	Planctomycetales	Pseudomonadales	Puniceicoccales	Rhizobiales	Rhodobacterales	Rhodospirillales	Selenomonadales	Sphingobacteriales	Sulfolobales	Synergistales	Syntrophobacterales	Thermales	Thermoproteales	Verrucomicrobiales	Xanthomonadales
r1_31	0	32	2	16699	6903	104	0	0	0	41670	2512	0	0	3	1	3202	0	0	0	0	0	1135	0	0	0	0	1	0	0	0	0	0	45	2601	13	0	0	0	0	0	3	0
r1_32	0	27	3	6756	4142	67	0	0	0	43435	2288	0	0	1	0	3104	1	0	0	0	0	2009	0	0	0	0	1	0	0	0	0	0	14	4991	15	0	0	0	0	0	7	0
r1_33	0	70	0	10018	3244	119	0	0	0	57098	4242	0	0	1	1	5671	0	0	0	0	0	3162	0	0	0	0	0	0	0	0	3	0	85	5774	15	0	0	0	0	0	7	0
r1_34	0	64	1	12377	3654	114	0	0	0	72444	6237	0	1	2	16	9510	0	3	0	0	0	5756	0	0	0	0	0	0	0	0	4	0	233	12220	48	0	0	0	0	0	15	0
r1_35	0	48	1	14854	3912	324	0	0	0	78463	3214	0	0	4	6	7545	0	0	0	0	0	3383	0	0	0	0	10	0	1	0	1	0	1172	10854	77	0	0	0	0	0	19	0
r1_36	0	45	2	21879	7021	510	0	0	0	90138	2386	0	1	0	4	5761	0	0	0	0	0	1655	0	0	0	0	0	0	2	0	0	0	1078	9631	35	0	0	0	0	0	14	0
r1_37	0	3	0	473	126	5	0	0	0	2328	55	0	5	1	10	143	2	0	0	0	0	226	0	0	0	0	0	0	0	0	14	0	1	88	146	0	0	0	0	0	55	0
r1_38	0	31	4	3993	6091	6	0	0	0	43147	4503	0	0	0	1	3647	0	0	0	0	0	745	0	0	0	0	0	0	0	0	0	0	8	11013	8	0	0	0	0	0	5	0
r1_39	0	33	2	5887	8296	18	0	0	0	47461	4160	0	0	1	0	3448	0	0	0	0	0	2619	0	0	0	0	0	0	0	0	1	0	5	5997	19	0	0	0	0	0	2	0
r1_4	0	76	10	19774	3099	72	0	0	0	31663	1384	0	1	0	14808	2036	0	0	0	0	0	6674	0	0	0	0	1	0	33	0	6	0	0	5409	12	0	0	0	0	0	4	0
r1_40	0	17	2	5040	6333	58	0	0	0	37576	3921	0	0	0	9	3435	0	0	0	0	0	1068	0	0	0	0	0	0	0	0	0	0	6	5217	13	0	0	0	0	0	5	0
r1_41	0	14	2	10641	2888	32	0	0	0	28075	2783	0	1	0	2	2380	0	0	0	0	0	2522	0	0	0	0	2	0	0	0	0	0	23	8057	8	0	0	0	0	0	2	0
r1_42	0	62	2	26454	8312	62	0	0	0	85234	6348	0	0	0	8	14720	0	0	0	0	0	2384	0	0	0	0	1	1	0	0	0	1	59	6672	17	0	0	0	0	0	6	0
r1_43	0	61	3	1281	7920	4	0	0	0	28966	3047	0	0	0	1	5865	0	0	0	0	0	2145	0	0	0	0	0	0	0	0	0	0	2	1118	12	0	0	0	0	0	5	0
r1_44	0	13	1	1875	6597	7	0	0	0	26056	1868	0	7	6	4	1607	1	0	0	1	0	958	0	0	0	0	0	0	0	0	4	0	0	1254	122	0	0	0	0	0	51	0
r1_45	0	1	0	260	65	2	0	0	0	1333	39	0	2	2	5	85	3	0	0	0	0	118	0	0	0	0	0	1	0	0	11	0	0	45	116	0	0	0	0	0	27	0
r1_46	0	17	0	809	3671	4	0	0	0	20430	2562	0	3	1	11	1777	0	0	0	0	0	1608	0	0	0	0	0	0	0	0	7	0	1	775	102	0	0	0	0	0	38	0
r1_47	0	33	4	16446	6626	87	0	0	0	64557	4893	0	0	1	0	5617	0	0	0	0	0	1757	0	0	0	0	10	0	0	0	0	0	441	5201	20	0	0	0	0	0	3	0
r1_48	0	43	1	13003	7937	73	0	1	0	69696	3658	0	0	0	3	3599	0	0	0	0	0	8891	0	0	0	0	38	0	0	0	0	0	347	8294	23	0	0	0	0	0	10	0
r1_49	0	60	1	5323	9185	25	0	0	0	88831	8802	0	0	0	11	15129	1	0	0	0	0	5983	0	0	0	0	0	0	0	0	0	0	34	8396	18	0	0	0	0	0	2	0
r1_5	0	48	0	15261	1926	276	0	0	0	26215	776	0	0	0	634	2557	0	0	0	0	0	7193	0	0	0	0	1	0	14	0	1	0	0	4046	5	0	0	0	0	0	3	0
r1_50	0	85	5	13405	3518	43	0	0	0	49958	3953	0	2	0	1	5641	0	0	0	0	0	2627	0	0	0	0	0	0	0	0	1	0	16	3371	9	0	0	0	0	0	2	0
r1_51	0	10	0	11450	6681	18	0	0	0	73362	6877	0	0	1	6	6734	0	1	0	0	0	874	0	0	0	0	0	0	0	0	3	0	60	11478	38	0	0	0	0	0	7	0
r1_52	0	1	0	153	49	3	0	0	0	861	37	0	0	0	1	48	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	31	40	0	0	0	0	0	19	0
r1_53	0	14	0	8686	4436	66	0	0	0	33359	1606	0	0	0	2	2318	0	0	0	0	0	3628	0	0	0	0	7	0	0	0	1	0	11	1252	12	0	0	0	0	0	3	0
r1_54	0	49	7	13490	6137	73	0	0	0	40280	3368	0	1	0	9	3928	0	0	0	0	0	2492	0	0	0	0	1	0	0	0	2	0	28	1786	12	0	0	0	0	0	4	0
r1_55	0	33	1	16638	5655	158	0	0	0	49198	2887	0	0	0	10	4992	0	1	0	0	0	4200	0	0	0	0	0	0	0	0	12	0	108	4219	37	0	0	0	0	0	11	0
r1_56	0	41	1	160	7341	2	0	0	0	54590	15229	0	1	0	3	12230	0	0	0	0	0	1601	0	0	0	0	0	0	0	0	3	0	5	390	44	0	0	0	0	0	14	0
r1_57	0	17	2	13248	3406	224	0	0	0	35010	1551	0	1	1	3	2865	0	0	0	0	0	644	0	0	0	0	0	0	0	0	0	0	154	4477	9	0	0	0	0	0	0	0
r1_58	0	1	0	415	126	8	0	0	0	2057	42	0	1	1	8	122	1	0	0	0	0	156	0	0	0	0	1	0	0	0	31	0	0	96	141	0	0	0	0	0	53	0
r1_59	0	9	0	6667	6049	57	0	0	0	27790	2490	0	0	0	7	2064	0	1	0	0	0	747	0	0	0	0	0	0	0	0	1	0	6	3684	3	0	0	0	0	0	2	0
r1_6	0	30	0	16572	1622	278	0	0	0	34493	869	0	0	0	3	3530	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	1	0	3467	11	0	0	0	0	0	3	0
r1_60	0	60	2	15430	16073	54	0	0	0	124294	18445	0	2	1	50	12085	0	0	0	0	0	3398	0	0	0	0	0	0	0	0	1	0	13	7064	39	0	0	0	0	0	14	0
r1_61	0	19	0	29749	1994	250	0	0	0	65950	2586	0	0	0	36	4124	0	0	0	0	0	4489	0	0	0	0	6	0	0	0	1	0	115	3140	17	0	0	0	0	0	6	0
r1_63	0	72	1	21067	5093	230	0	0	0	62717	4457	0	0	1	17	3642	0	0	0	0	0	4164	0	0	0	0	0	0	0	0	2	0	38	4494	16	0	0	0	0	0	10	0
r1_64	0	54	4	6049	11258	20	0	0	0	65841	11553	0	0	0	52	8163	0	0	0	0	0	5466	0	0	0	0	0	0	0	0	2	0	3	788	11	0	0	0	0	0	14	0
r1_65	0	30	3	9251	8786	98	0	0	0	47577	3862	0	2	0	3	3288	0	0	0	0	0	1983	0	0	0	0	0	0	0	0	1	0	35	2875	50	0	0	0	0	0	25	0
r1_66	0	25	0	20453	2852	208	0	0	0	45018	1665	0	2	1	0	2749	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	219	3281	11	0	0	0	0	0	2	0
r1_67	0	16	3	8570	4674	55	0	0	0	35935	4223	0	0	1	2	2712	0	0	0	0	0	1217	0	0	0	0	0	0	1	0	0	0	201	4782	8	0	0	0	0	0	4	0
r1_68	0	35	0	8638	3847	52	0	0	0	42431	3793	0	0	0	7	2577	0	0	0	0	0	1446	0	0	0	0	0	0	0	0	1	0	23	3302	8	0	0	0	0	0	1	0
r1_7	0	7	0	1347	281	9	0	0	0	4169	130	0	0	1	5	153	1	0	0	0	0	484	0	0	0	0	0	1	0	0	7	0	0	393	82	0	0	0	0	0	37	0
r1_8	0	46	0	10804	1566	160	0	0	0	37153	1169	0	0	0	2	2559	0	0	0	0	0	8050	0	0	0	0	0	0	0	0	2	0	0	5094	9	0	0	0	0	0	2	0
r1_9	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r1_B1	0	19	4	19604	61	281	0	0	0	56695	3412	0	475	1	254	5784	0	0	0	0	0	1379	0	0	0	0	0	0	0	0	3	0	0	41	94	0	0	0	0	0	6743	0
r1_B10	0	53	1	14807	2953	5	0	0	0	32360	2886	0	253	1	2	1153	0	0	0	0	0	3206	0	0	0	0	0	1	0	0	3	0	0	9	28	0	0	0	0	0	1943	0
r1_B11	0	16	2	10732	1143	223	0	0	0	19739	434	0	165	0	0	748	0	0	0	0	0	5512	0	0	0	0	1	0	0	0	0	0	0	16	17	0	0	0	0	0	12	0
r1_B12	0	36	1	19297	802	798	0	0	0	46121	994	0	232	0	0	3288	0	0	0	0	0	3549	0	0	0	1	49	0	1	0	1	0	0	61	17	0	0	0	0	0	20	0
r1_B13	0	37	4	23997	407	457	0	0	0	45902	1374	0	450	1	0	2392	1	0	0	0	0	795	0	0	0	0	7	0	0	0	5	0	0	39	49	0	0	0	0	0	3184	0
r1_B14	0	25	3	17258	452	556	0	0	0	54426	2464	0	271	2	7	7531	0	0	0	0	0	1282	0	0	0	0	1	2	1	0	4	0	0	114	77	0	0	0	0	0	369	0
r1_B15	0	21	5	25878	455	455	0	0	0	62276	2660	0	167	3	5	7123	0	0	0	0	0	2779	0	0	0	1	6	0	0	0	2	0	0	105	57	0	0	0	0	0	470	0
r1_B16	0	34	8	15871	543	299	0	0	0	48729	1646	0	304	1	2	2762	0	0	0	0	0	741	1	0	0	0	4	0	0	0	2	0	0	43	46	0	0	0	0	0	2899	0
r1_B17	0	10	1	22684	240	338	0	0	0	32727	313	0	146	1	5	2263	0	1	0	0	0	6677	0	0	0	0	44	0	0	0	1	0	0	278	28	0	0	0	0	0	695	0
r1_B18	0	13	0	19208	754	775	0	0	0	35943	929	0	189	1	1	2358	0	0	0	0	0	2428	0	0	0	0	0	0	0	0	5	0	0	26	30	0	0	0	0	0	1353	0
r1_B19	0	12	2	22462	413	332	0	0	0	40297	1071	0	477	1	1	1474	0	0	0	0	0	2255	0	0	0	0	1	0	0	0	4	0	0	31	32	0	0	0	0	0	2769	0
r1_B2	0	28	2	25758	60	329	0	0	0	47607	2200	0	791	0	470	2701	0	0	0	0	1	3233	0	0	0	0	0	0	0	0	1	0	0	31	31	0	0	0	0	0	5043	0
r1_B20	0	19	1	1117	313	30	0	0	0	12997	836	0	19	1	12	989	0	0	0	0	0	321	0	0	0	0	0	0	1	0	0	0	0	18	9	0	0	0	0	0	725	0
r1_B21	0	18	2	3299	590	61	0	0	0	30975	1284	0	33	2	9	1787	0	0	0	0	0	918	1	0	0	0	0	0	0	0	1	0	0	50	30	0	0	0	0	0	1325	0
r1_B22	0	15	0	1733	540	44	0	0	0	23638	1116	0	29	0	3	1338	0	0	0	0	0	838	3	0	0	0	0	1	0	0	0	0	0	33	23	0	0	0	0	0	832	0
r1_B23	0	19	1	2377	942	75	0	0	0	30392	1548	0	42	1	9	1770	1	0	0	0	0	1265	0	0	0	0	0	0	0	0	2	0	0	56	38	0	0	0	0	0	1246	0
r1_B24	0	24	0	22239	315	449	0	0	0	33760	696	0	414	0	1	1011	0	0	0	0	0	4213	1	0	0	0	0	0	0	0	0	0	0	122	19	0	0	0	0	0	3778	0
r1_B25	0	18	0	17283	497	751	0	0	0	39691	823	0	273	0	0	1610	0	1	0	0	0	1753	0	0	0	0	0	0	0	0	1	0	0	25	14	0	0	0	0	0	2866	0
r1_B26	0	22	0	10817	984	684	0	0	0	49842	1029	0	96	1	1	1217	0	0	0	0	0	883	0	0	0	0	1	0	0	0	2	0	0	34	36	0	0	0	0	0	2843	0
r1_B27	0	50	1	15358	539	607	0	0	0	46018	1035	0	116	0	2	5822	0	0	0	0	0	774	0	0	0	0	18	0	0	0	0	0	1	44	10	0	0	0	0	0	2516	0
r1_B28	0	6	0	13673	10	600	0	0	0	18995	654	0	206	0	1	1590	0	0	0	0	0	5222	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0	234	0
r1_B29	0	10	0	12177	33	390	0	0	0	20895	889	0	147	0	4	2231	0	0	0	0	0	3125	0	0	0	0	0	0	0	0	0	0	1	23	24	0	0	0	0	0	290	0
r1_B3	0	18	2	16731	311	138	0	0	0	33551	889	0	436	0	6	1331	0	0	0	0	0	4948	0	0	0	0	1	0	0	0	1	0	0	17	13	0	0	0	0	0	1195	0
r1_B30	0	23	3	25495	78	1079	1	0	0	41368	1302	0	364	0	4	4118	1	0	0	0	1	3543	0	0	0	0	0	1	0	0	7	0	0	20	43	0	0	0	0	0	1263	1
r1_B31	0	7	0	24437	70	902	0	0	0	33461	1123	0	604	0	5	2663	0	0	0	0	0	3877	0	0	0	0	0	0	0	0	3	0	0	7	37	0	0	0	0	0	2636	0
r1_B32	0	19	2	18424	1436	265	0	0	0	25356	2987	0	116	1	3	10878	0	0	0	0	0	573	0	0	0	0	0	0	0	0	1	0	0	19	38	0	0	0	0	0	4168	0
r1_B33	0	3	0	17043	473	371	0	0	0	16545	1010	0	259	1	1	3875	0	0	0	0	0	349	0	1	0	0	0	0	0	0	2	0	0	13	17	0	0	0	0	0	2165	0
r1_B34	0	12	1	12189	1040	114	0	0	0	12483	1755	0	57	0	0	5332	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	4	12	0	1	0	0	0	2618	0
r1_B35	0	9	0	14282	1999	330	0	0	0	32511	881	0	150	1	9	2882	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	3	0	0	27	9	0	0	0	0	0	1099	0
r1_B36	0	17	0	15964	356	209	0	0	1	28963	1149	0	239	0	608	960	0	0	0	0	0	1795	0	0	0	0	0	0	0	0	1	0	0	24	14	0	0	0	0	0	12	0
r1_B37	0	13	0	14125	395	208	0	1	0	24387	1178	0	229	0	569	836	0	0	0	0	0	1603	0	0	0	0	0	0	0	0	0	0	0	17	6	0	0	0	0	0	5	0
r1_B38	0	12	0	13262	456	129	0	0	0	22893	1042	0	160	0	577	755	0	0	0	0	0	1414	0	0	0	0	0	0	0	0	0	0	0	11	19	0	0	0	0	0	2	0
r1_B39	0	23	2	20505	383	239	0	0	0	31329	1205	0	274	0	757	1075	0	0	0	0	0	2312	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	0	7	0
r1_B4	0	55	1	40523	696	319	0	0	0	56598	2023	0	1187	1	10	2701	0	0	0	0	0	13530	0	0	0	0	4	0	0	0	4	0	0	66	44	0	0	0	0	0	3397	0
r1_B40	0	16	0	21405	178	586	0	0	0	27522	595	1	552	0	115	634	0	0	0	0	0	2547	0	0	0	0	0	0	0	0	0	0	0	16	11	0	0	0	0	0	3	0
r1_B41	0	19	0	24758	190	639	0	0	0	33484	632	0	634	0	147	639	0	0	0	0	0	2859	0	0	0	0	0	0	0	0	0	0	0	19	18	0	0	0	0	0	6	0
r1_B42	0	4	0	17055	192	593	0	0	0	38286	797	0	405	0	3	322	1	0	0	0	0	964	0	0	1	0	0	0	0	0	0	0	0	32	14	0	0	0	0	0	88	0
r1_B43	0	9	1	17764	257	249	0	0	0	37371	1995	0	271	0	60	411	0	0	0	0	0	3746	0	0	0	0	0	0	0	0	1	0	0	57	11	0	0	0	0	0	637	0
r1_B44	0	13	1	23019	303	258	0	0	0	35790	2420	0	372	1	71	594	1	0	0	0	0	4255	0	0	0	0	0	0	0	0	4	0	0	124	26	0	0	0	0	0	812	0
r1_B45	0	20	0	15556	175	440	0	0	0	44021	1217	0	158	0	5	583	1	0	0	0	0	1887	0	0	0	0	0	0	0	0	2	0	0	115	55	0	0	0	0	0	2743	0
r1_B46	0	50	1	12084	457	465	0	0	0	82362	2429	0	138	0	6	870	0	0	0	0	0	3363	0	0	0	0	0	0	0	0	6	0	1	141	43	0	0	0	0	0	5219	0
r1_B47	0	19	0	46641	283	2012	0	0	0	34173	812	0	2123	0	0	2376	0	0	0	0	0	3206	0	0	0	0	0	0	0	0	0	0	1	36	21	0	0	0	0	0	6968	0
r1_B5	0	76	0	39077	1597	455	0	0	0	66348	1567	0	1109	1	5	2240	0	0	0	0	0	17786	0	0	0	0	10	0	1	0	9	0	0	133	47	0	1	0	0	0	2597	0
r1_B6	0	83	3	27651	1933	183	0	0	0	48017	1691	0	1134	1	2	1555	0	0	0	0	0	21973	0	0	0	0	9	0	0	0	4	0	0	51	28	0	0	0	0	0	4505	0
r1_B7	0	71	1	23268	2153	137	0	0	0	35916	1964	0	1005	1	0	1239	0	0	0	0	0	19590	1	0	0	0	5	0	0	0	1	0	0	67	7	0	0	0	0	0	3979	0
r1_B8	0	59	1	25744	1610	179	0	0	0	39288	815	0	723	2	0	1174	0	0	0	0	0	14651	0	0	0	0	4	0	1	0	2	0	0	71	12	0	0	0	0	0	1006	0
r1_B9	0	54	2	26363	2708	240	0	0	0	47129	1529	0	934	1	325	1282	0	0	0	0	0	17717	1	0	0	0	9	0	12	0	1	0	0	56	31	0	0	0	0	0	1454	0
r1_C1	0	290	51	6287	49	213	0	0	0	77243	3372	0	1	7	186	5200	0	0	0	0	0	3638	0	0	0	0	1	1	0	0	1	0	0	44	87	0	0	0	0	0	28	0
r1_C10	0	39	9	12082	77	11	0	0	0	31371	604	0	3	0	48	964	0	0	0	0	0	3881	0	0	0	0	6	0	2	0	0	0	0	291	71	0	0	0	0	0	16	0
r1_C11	0	29	16	8438	15	6	0	2	0	26455	748	0	1	0	158	958	0	0	0	0	0	2454	0	0	0	0	2	0	0	0	1	0	0	213	22	0	0	0	0	0	6	0
r1_C12	0	14	5	2174	34	46	0	0	0	22094	1057	0	0	1	11	794	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	4	0	0	167	57	0	0	0	0	0	20	0
r1_C13	0	11	2	627	31	24	0	0	0	10752	450	0	1	3	7	365	0	0	0	0	0	248	0	0	0	0	1	0	0	0	1	0	0	27	33	0	0	0	0	0	11	0
r1_C14	0	42	3	2025	17	64	0	0	0	21433	554	0	0	1	9	963	0	0	0	0	0	5141	0	0	0	0	0	0	0	0	3	0	0	37	59	0	0	0	0	0	14	0
r1_C15	0	59	6	4600	24	129	0	0	0	35930	1416	0	0	2	13	2179	0	0	0	0	0	1369	0	0	0	0	0	0	0	0	1	0	0	20	29	0	0	0	0	0	8	0
r1_C16	0	9	3	1329	4	16	0	0	0	9642	243	0	1	2	5	708	0	0	0	0	0	458	0	0	0	0	0	1	5	0	2	0	0	17	10	0	0	0	0	0	3	0
r1_C17	0	40	5	902	473	6	0	0	0	19039	451	0	0	1	12	573	0	0	0	0	0	2251	0	0	0	0	0	0	0	0	1	0	0	17	4	0	0	0	0	0	2	0
r1_C18	0	73	9	1233	911	17	0	0	0	35197	506	0	0	1	2445	854	0	0	0	0	0	4966	0	0	0	1	0	0	0	0	1	0	0	32	13	0	0	0	0	0	2	0
r1_C19	0	61	11	144	1281	19	0	0	0	22550	600	0	0	2	1	2687	0	0	0	0	0	1399	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	5	0
r1_C2	0	306	53	9264	49	322	0	1	0	54067	3572	0	1	5	173	5738	0	0	0	0	0	2141	0	0	0	0	0	0	0	0	12	0	0	119	82	0	0	0	0	0	29	0
r1_C20	0	96	17	1704	3531	146	0	0	0	46403	1915	0	0	1	39	8497	0	0	0	0	0	2610	0	0	0	0	0	0	0	0	1	0	0	9	39	0	0	0	0	0	7	0
r1_C21	0	41	4	2730	613	40	0	0	0	43092	836	0	6	1	434	1385	0	0	0	0	0	1004	0	0	0	0	0	0	0	0	12	0	0	105	81	0	0	0	0	0	29	0
r1_C22	0	53	10	4171	153	122	0	0	0	48096	1005	0	0	1	116	2154	0	0	0	0	0	1598	0	0	0	0	1	0	0	0	4	0	0	217	23	0	0	0	0	0	5	0
r1_C23	0	65	16	4496	1040	142	0	0	0	45308	860	0	3	1	735	1652	0	0	0	0	0	3339	0	0	0	0	1	0	1	0	15	0	0	505	36	0	0	0	0	0	14	0
r1_C24	0	51	7	3292	184	157	0	0	0	29113	372	0	2	1	178	596	0	0	0	0	0	2061	0	0	0	0	2	0	1	0	1	0	0	190	17	0	0	0	0	0	7	0
r1_C25	0	13	2	1325	226	24	0	0	0	11083	265	0	5	4	28	376	0	0	0	0	0	481	0	0	0	0	0	0	0	0	59	0	1	132	195	0	0	0	0	0	62	0
r1_C26	0	51	5	2880	1227	47	0	0	0	20363	556	0	0	0	187	750	0	0	0	0	0	672	0	0	0	0	0	0	0	0	4	0	0	138	10	0	0	0	0	0	2	0
r1_C27	0	61	10	3402	1113	27	0	0	0	32164	761	0	0	2	25	1214	1	0	0	0	0	1717	0	0	0	0	0	0	0	0	3	0	1	32	18	0	0	0	0	0	10	0
r1_C28	0	58	8	3078	441	96	0	0	0	45663	1245	0	4	0	114	1622	0	0	0	0	0	1056	0	0	0	0	0	0	1	0	9	0	0	109	52	0	0	0	0	0	15	0
r1_C29	0	134	9	1066	255	22	0	0	0	37972	1346	0	1	2	199	1975	0	0	0	0	0	1070	0	0	0	0	0	0	0	0	1	0	0	35	19	0	0	0	0	0	5	0
r1_C3	0	366	39	13946	377	499	0	0	0	56206	2871	0	0	1	497	4324	0	0	0	0	0	5661	0	0	0	0	2	0	0	0	0	0	2	183	37	0	0	0	0	0	13	0
r1_C30	0	15	3	4705	584	98	0	0	0	23012	609	0	1	0	123	483	0	0	0	0	0	587	0	0	0	0	0	0	0	0	2	0	0	54	16	0	0	0	0	0	2	0
r1_C31	0	151	3	1387	786	14	0	1	0	22479	935	0	0	0	359	686	0	0	0	0	0	1179	0	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	10	0
r1_C32	0	61	7	3209	1248	61	0	0	0	44353	1075	0	0	0	2613	1103	0	0	0	0	0	2138	0	0	0	0	0	0	0	0	1	0	0	34	14	0	0	0	0	0	6	0
r1_C33	0	87	2	4634	1362	259	0	0	0	39850	726	0	0	1	279	1177	0	0	0	0	0	1838	0	0	0	0	0	0	0	0	0	0	0	114	20	0	0	0	0	0	12	0
r1_C4	0	84	7	3632	15	70	0	0	0	17015	947	0	0	0	40	1443	0	0	0	0	0	2200	0	0	1	0	2	0	0	0	0	0	0	10	13	0	0	0	0	0	4	0
r1_C5	0	79	13	3465	30	141	0	0	0	13870	1211	0	2	0	12	886	0	0	0	0	0	1938	0	0	0	0	0	0	0	0	5	0	1	22	47	0	0	0	0	0	14	0
r1_C6	0	117	13	6974	95	53	0	0	0	32397	781	0	4	2	86	1950	0	0	0	0	0	4939	0	0	0	0	0	0	0	0	5	0	1	62	147	0	0	0	0	0	42	0
r1_C7	0	252	41	11577	22	539	0	0	0	70049	2140	0	0	0	27	4779	0	0	0	0	0	2147	0	0	0	0	10	0	0	0	0	0	0	65	34	0	0	0	0	0	13	0
r1_C8	0	37	22	16269	208	45	0	0	0	39831	438	0	2	0	6	896	0	0	0	0	0	6817	0	0	0	0	16	0	4	0	2	0	0	291	26	0	0	0	0	0	15	0
r1_C9	0	63	18	13288	146	15	0	0	0	41884	784	0	0	0	1303	1346	0	0	0	0	0	6450	0	0	0	1	13	0	405	0	5	0	0	354	29	0	0	0	0	0	15	0
r2_1	0	177	14	19720	3392	22	0	0	0	61154	3647	0	0	25	14	6291	0	1	0	0	0	26420	0	0	0	0	0	0	0	0	1	0	0	7873	1	0	0	0	0	0	3	0
r2_10	0	19	0	8150	2381	50	0	0	0	19016	633	0	0	8	2	1867	0	0	0	0	0	186	0	0	0	0	0	0	0	0	2	0	0	2553	2	0	0	0	0	0	1	0
r2_11	3	146	12	8402	6141	26	0	0	0	40585	7581	0	0	24	24	5625	0	0	0	0	0	1462	0	0	0	0	0	0	0	1	5	0	0	2436	2	0	0	0	0	0	4	0
r2_12	1	103	1	18152	2834	209	0	0	0	33889	1063	0	0	6	8	2834	0	0	0	0	0	767	0	0	0	0	16	0	0	0	2	0	0	6378	4	0	0	0	0	0	1	0
r2_13	0	178	5	25616	1671	93	0	0	0	41932	1279	0	0	7	91	3792	0	0	0	0	0	2473	0	0	0	0	34	0	2	0	2	0	0	6333	1	0	0	0	0	0	0	0
r2_14	1	106	10	6870	1984	12	0	0	0	39774	872	0	0	15	14	1959	0	2	0	0	0	7822	0	0	0	0	4	0	0	0	2	1	0	3089	1	0	0	0	0	0	1	0
r2_15	0	39	1	16208	3190	227	0	0	0	40055	961	0	0	20	4	2449	0	1	0	0	0	1185	0	0	0	0	1	0	0	0	5	0	0	6175	4	0	0	0	0	0	1	0
r2_16	1	31	1	10224	2948	134	0	0	0	30917	915	0	0	41	0	1479	0	0	0	0	0	2794	0	0	0	0	1	0	0	0	4	0	0	3548	5	0	0	0	0	0	1	0
r2_17	0	67	2	10261	2996	101	0	0	0	44709	1389	0	0	15	13	2419	0	0	0	0	0	5783	0	0	0	0	17	0	0	1	8	0	0	3623	7	0	0	0	0	0	1	0
r2_18	2	48	1	6560	3834	36	0	0	0	32701	1411	0	0	11	11	4140	0	0	0	0	0	7854	0	0	0	0	2	0	0	0	2	0	0	2786	2	0	0	0	0	0	2	0
r2_19	1	36	3	8982	2629	99	0	0	0	33525	1635	0	1	15	0	3052	1	0	0	0	0	5120	0	0	0	0	2	0	0	0	2	0	0	4740	1	0	0	0	0	0	1	0
r2_2	6	116	1	11803	5046	33	0	0	0	57963	3107	0	0	18	174	9865	0	0	0	0	0	8653	0	0	0	0	0	0	0	0	2	0	0	3594	1	0	0	0	0	0	5	0
r2_20	2	208	21	21739	9492	65	0	0	0	72665	2836	0	0	21	352	6428	0	2	0	0	0	7004	0	0	0	0	89	0	0	0	10	0	0	3288	1	0	0	0	0	0	1	0
r2_21	2	118	7	14549	15785	173	0	0	0	63365	3410	0	0	28	18	4317	0	0	0	0	0	5543	0	0	0	0	20	0	0	0	6	0	0	4956	4	0	0	0	0	0	3	0
r2_22	1	84	7	17939	7507	147	0	0	0	48787	3160	0	0	16	51	5143	0	0	0	0	0	7011	0	0	0	0	0	0	0	0	9	0	0	10006	4	0	0	0	1	0	1	0
r2_23	3	88	9	20646	5250	239	0	0	0	53165	2468	0	1	25	9	7021	0	0	0	0	0	1342	0	0	0	0	0	0	0	0	11	0	0	13106	4	0	0	0	0	0	2	0
r2_24	2	22	2	21680	4838	203	0	0	0	36509	2017	0	0	26	1	2732	0	1	0	0	0	2576	0	0	0	0	0	0	0	2	11	0	0	14865	6	0	0	0	0	0	2	0
r2_25	1	45	2	12397	2894	142	0	0	0	25998	1388	0	0	9	3	2085	0	0	0	0	0	2853	0	0	0	0	4	0	0	0	7	0	1	7181	3	0	0	0	0	0	2	0
r2_26	1	27	1	10172	3458	178	0	0	0	31257	910	0	0	7	30	2326	0	0	0	0	0	947	0	0	0	0	44	0	0	0	3	0	0	5480	2	0	0	0	0	0	0	0
r2_27	0	39	0	9709	4460	221	0	0	0	28474	1815	0	0	8	343	1553	0	0	0	0	0	401	0	0	0	0	2	0	0	0	3	0	0	2793	8	0	0	0	0	0	2	0
