sample	Acidaminococcaceae	Acidilobaceae	Actinomycetaceae	Aerococcaceae	Alcaligenaceae	Bacillaceae 1	Bacillaceae 2	Bacillales_Incertae Sedis XI	Bacteroidaceae	Bacteroidales_incertae_sedis	Bifidobacteriaceae	Bradyrhizobiaceae	Brucellaceae	Burkholderiaceae	Caldilineaceae	Caldisphaeraceae	Campylobacteraceae	Carnobacteriaceae	Caulobacteraceae	Chitinophagaceae	Chloroplast	Clostridiaceae 1	Clostridiaceae 2	Clostridiaceae 3	Clostridiaceae 4	Clostridiales_Incertae Sedis XI	Clostridiales_Incertae Sedis XII	Clostridiales_Incertae Sedis XIII	Coriobacteriaceae	Corynebacteriaceae	Cyclobacteriaceae	Cytophagaceae	Defluviitaleaceae	Dermabacteraceae	Desulfohalobiaceae	Desulfovibrionaceae	Desulfurococcaceae	Dietziaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Flammeovirgaceae	Flavobacteriaceae	Fusobacteriaceae	Gracilibacteraceae	Halanaerobiaceae	Hydrogenophilaceae	Incertae Sedis XI	Kineosporiaceae	Labilitrichaceae	Lachnospiraceae	Lactobacillaceae	Leptotrichiaceae	Leuconostocaceae	Marinilabiliaceae	Methanobacteriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Mycobacteriaceae	Mycoplasmataceae	Neisseriaceae	Nocardiaceae	Nocardiopsaceae	Oxalobacteraceae	Pasteurellaceae	Peptococcaceae 1	Peptococcaceae 2	Peptostreptococcaceae	Planctomycetaceae	Planococcaceae	Porphyromonadaceae	Prevotellaceae	Prolixibacteraceae	Propionibacteriaceae	Pseudomonadaceae	Puniceicoccaceae	Pyrodictiaceae	Rhodobacteraceae	Rhodospirillaceae	Rikenellaceae	Ruminococcaceae	Sphingobacteriaceae	Sporolactobacillaceae	Staphylococcaceae	Streptococcaceae	Sulfolobaceae	Sutterellaceae	Synergistaceae	Syntrophobacteraceae	Syntrophomonadaceae	Thermaceae	Thermoproteaceae	Veillonellaceae	Verrucomicrobiaceae	Xanthomonadaceae
r2_5	572	0	29	8	0	0	0	0	12268	0	1860	5	0	0	0	0	0	5	0	1	0	33	16	0	0	0	0	13	748	0	0	0	0	0	0	0	0	0	618	12	2481	18	0	0	0	0	0	0	0	0	0	15309	122	0	450	0	0	0	13	0	0	0	0	0	0	0	1	0	0	25	0	0	1817	0	0	0	13	0	4	0	0	234	8389	0	0	0	6069	0	268	0	0	0	0	0	3368	1	0
r2_50	979	2	36	3	0	2	0	3	9760	0	3382	3	0	0	0	0	0	2	0	2	0	38	0	0	0	2	1	38	3761	0	0	0	0	0	0	0	0	0	0	3	5398	24	1	0	0	0	0	0	0	0	0	25397	1	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	13	0	0	1494	0	0	0	0	0	13	0	0	380	19524	0	0	0	2369	0	38	0	0	0	0	0	2269	0	0
r2_51	1774	4	4	18	0	0	0	0	7605	0	6485	12	0	0	0	0	0	3	0	12	0	48	0	0	0	1	0	69	6659	0	0	0	0	0	0	0	2	0	6	0	6575	46	0	0	1	0	0	0	0	0	0	34229	10	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	19	0	0	1426	0	0	1	0	2	24	0	0	481	33566	0	0	0	760	0	16	0	0	0	0	0	9557	3	0
r2_52	4	0	0	26	0	0	0	0	20	0	35	17	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	6	136	0	0	0	5	0	3	0	0	0	0	0	13	3	0
r2_53	315	0	10	4	0	0	0	0	6823	0	4189	4	0	0	0	0	0	6	0	1	3	30	1	0	0	1	1	28	1504	0	0	0	0	0	0	0	1	0	0	4	2179	6	0	0	0	0	0	0	0	0	0	17365	94	0	4	0	0	0	3	0	0	0	0	0	0	0	7	0	0	14	0	0	929	0	0	0	0	0	8	0	0	90	11737	0	0	0	3120	0	59	0	0	0	0	2	903	3	0
r2_54	688	0	33	6	0	0	0	7	9450	0	6043	8	0	0	0	0	0	13	0	4	1	42	2	0	0	1	0	46	3287	0	0	0	0	0	0	1	1	0	9	2	3891	34	0	0	0	0	0	0	0	0	0	19717	54	0	6	0	0	0	10	0	0	0	0	0	0	0	1	0	0	44	0	0	2106	1	0	0	0	0	10	1	0	443	17759	0	0	0	2251	0	69	0	0	0	0	0	1119	3	0
r2_55	870	2	24	17	0	0	0	1	12277	0	5531	14	0	0	0	0	0	2	0	15	10	24	1	0	0	0	0	23	2775	0	0	0	0	0	0	0	1	0	11	4	4898	29	0	0	1	0	0	0	0	0	0	27854	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	36	0	0	2113	1	0	0	0	0	17	0	0	528	17224	0	0	0	3824	0	154	0	0	0	0	0	3324	5	0
r2_56	9	9	24	18	0	0	0	1	42	0	7144	7	0	0	0	0	0	4	0	5	0	26	1	0	1	3	0	11	14766	0	0	0	0	0	0	0	0	0	1	1	11923	100	0	0	0	0	0	0	0	0	0	31892	398	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	20	0	0	3	17233	0	0	0	1053	0	1	0	0	0	0	2	416	4	0
r2_57	582	1	9	3	0	0	0	1	9706	0	3352	4	0	0	0	0	0	0	0	5	3	10	0	0	0	0	1	25	1511	0	0	0	0	0	0	0	1	0	1	1	2825	21	0	0	0	0	0	0	0	0	0	23644	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	1	1937	0	0	0	0	0	5	0	0	360	8870	0	0	0	588	0	221	0	0	0	0	0	3855	0	0
r2_58	7	0	0	62	0	0	0	0	74	0	49	45	0	0	0	0	0	0	0	33	0	2	1	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	3	4	65	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	24	0	0	0	0	0	9	0	0	12	356	0	0	0	5	0	10	0	0	0	0	0	32	26	0
r2_59	241	0	7	4	0	0	0	0	4429	0	5956	1	0	0	0	0	0	1	0	1	0	14	0	0	1	0	0	19	2426	0	0	0	0	0	0	0	0	0	7	0	2014	27	0	0	1	0	0	0	0	0	0	15524	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1043	0	0	0	0	1	8	0	0	251	10519	0	0	0	683	0	55	0	0	0	0	0	3382	0	0
r2_6	762	0	19	4	0	0	0	0	13452	0	1589	5	0	0	0	0	0	3	0	2	0	295	29	0	0	1	0	12	842	0	0	0	0	0	0	0	1	0	2	0	3441	10	0	0	0	0	0	0	0	0	0	16125	10	0	13	0	0	0	4	0	0	0	0	0	0	12	0	0	0	108	0	0	1773	0	0	0	0	0	3	0	0	294	15043	0	0	0	235	0	263	0	0	0	0	0	2662	1	0
r2_60	1842	8	31	16	0	0	0	0	9356	0	15716	12	0	0	0	0	0	5	0	9	2	174	10	0	5	10	0	86	18038	0	0	0	0	0	0	0	3	0	49	6	11864	303	0	0	0	0	0	0	0	0	0	54598	2	0	5	0	0	1	23	0	0	0	0	0	0	0	0	0	0	86	0	0	2777	0	0	0	0	5	31	0	0	848	53749	0	0	1	3124	0	50	0	0	1	0	0	5339	3	0
r2_61	1447	2	3	7	0	0	0	0	21858	0	1941	5	0	0	0	0	0	3	0	3	8	35	0	0	1	0	0	38	2480	0	0	0	0	0	0	0	2	0	33	6	4022	47	0	0	0	0	0	0	0	0	0	35844	9	0	0	0	0	0	14	0	0	0	0	0	0	0	6	1	0	37	0	0	4373	0	0	0	0	3	13	1	0	761	24509	0	0	0	4116	0	235	0	0	0	0	0	1673	2	0
r2_63	1915	2	28	11	0	0	0	1	14620	0	4957	6	0	0	0	0	0	6	0	6	1	51	0	0	0	2	1	25	4277	0	0	0	0	0	0	0	1	0	14	4	3555	40	0	0	0	0	0	0	0	0	0	34947	0	0	2	0	0	0	32	0	0	0	0	0	0	0	0	0	0	29	0	0	3416	0	0	0	0	3	13	0	0	678	24153	0	0	0	3879	0	214	0	0	0	0	0	2502	5	0
r2_64	574	1	31	6	0	0	0	4	3530	0	11080	5	0	0	0	0	0	9	0	2	7	51	4	0	3	3	0	77	11324	1	0	0	0	0	0	0	0	0	51	4	8055	237	0	0	0	0	0	0	0	0	0	39702	6	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	33	0	0	899	0	0	0	0	3	15	0	0	417	20871	0	0	0	5074	0	13	0	0	0	0	0	228	11	0
r2_65	929	3	15	37	0	0	0	3	6677	0	8482	20	0	0	0	0	0	4	0	15	3	57	1	0	0	0	0	33	3677	0	0	0	0	0	0	0	0	0	2	1	3156	57	0	0	0	0	0	0	0	0	0	28948	20	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	28	0	0	1016	0	0	0	0	2	20	0	0	295	14015	0	0	0	1746	0	89	0	0	0	0	0	1881	5	0
r2_66	742	0	15	6	0	0	0	0	16392	1	2803	3	0	0	0	0	0	2	0	4	0	34	0	0	0	1	0	24	1624	0	0	0	0	0	0	0	2	0	0	0	2699	29	0	0	0	0	0	0	0	0	0	26932	4	0	37	0	0	0	9	0	0	0	0	0	0	0	0	0	0	15	0	0	2209	0	0	0	0	0	6	0	0	451	14952	0	0	0	505	0	197	0	0	0	0	0	2519	0	0
r2_67	592	1	11	7	0	0	0	3	6610	0	4572	3	0	0	0	0	0	2	0	1	1	28	11	0	0	2	0	28	4114	0	0	0	0	0	0	0	0	0	2	1	2657	54	0	0	0	0	0	0	0	0	0	22223	177	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	0	1156	0	0	0	1	1	10	1	0	149	11406	0	0	0	934	0	50	0	0	0	0	0	4123	0	0
r2_68	1378	0	21	4	0	0	0	0	5352	0	3771	4	0	0	0	0	0	1	0	1	0	96	16	0	0	1	0	30	3721	0	0	0	1	0	0	0	1	0	7	2	2535	70	0	0	0	0	0	0	0	0	0	26420	45	0	2	0	0	0	13	0	0	0	0	0	0	1	0	0	0	34	0	0	1473	0	0	0	0	1	6	0	0	398	13531	0	0	0	1293	0	45	0	0	0	0	0	1907	0	0
r2_7	54	0	3	37	0	0	0	0	930	0	240	27	0	0	0	0	0	1	0	30	0	6	1	0	0	0	0	2	118	0	0	0	0	0	0	0	1	0	3	1	116	1	0	0	0	0	0	0	0	0	0	1689	4	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	1	0	97	0	0	0	0	0	6	0	0	23	1439	0	0	0	338	0	7	0	0	0	0	0	308	12	0
r2_8	416	1	31	6	0	0	0	0	8685	0	1529	2	0	0	0	0	0	8	0	6	1	41	328	0	0	0	0	21	1127	0	0	0	0	0	0	0	0	0	2	6	2483	16	0	1	0	0	0	0	0	0	0	21448	33	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	152	0	0	1258	0	0	0	0	0	6	0	0	176	11886	0	0	0	7474	0	156	0	0	0	0	0	4606	1	0
r2_9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r2_B1	2	3	8	39	0	0	3	0	15046	0	32	25	0	0	0	0	0	3	0	19	0	93	213	0	0	20	0	41	3307	1	0	0	0	0	0	457	0	0	247	1	5639	36	0	0	0	1	0	0	1	0	0	39665	162	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	101	0	0	2026	0	0	0	0	1	13	0	0	1436	8747	0	1	0	1040	0	277	0	0	0	0	0	43	6666	0
r2_B10	3	0	37	11	0	0	0	0	11482	0	2903	4	0	0	0	0	0	0	0	7	1	682	2	0	0	18	0	44	2806	4	0	0	0	0	0	246	0	0	1	1	1130	35	0	0	0	2	0	0	0	0	0	21891	213	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	140	0	0	2064	0	0	0	0	3	9	0	0	35	7076	0	0	1	2804	0	5	0	0	0	0	0	7	1935	0
r2_B11	2	0	11	8	0	0	0	2	9079	0	1125	4	0	0	0	0	0	1	0	2	0	78	1	0	0	0	0	13	416	0	0	0	0	0	0	159	0	0	0	8	723	4	0	0	0	0	0	0	0	0	0	11809	8	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	19	0	0	866	0	0	0	0	0	2	0	0	6	6274	0	0	0	5114	0	219	0	0	0	0	0	10	10	0
r2_B12	2	0	21	6	0	0	0	1	17379	1	777	7	0	0	0	0	0	4	0	3	0	73	47	1	0	1	0	15	959	0	0	0	0	0	0	218	2	0	0	5	3215	1	0	0	0	0	0	0	0	0	0	33368	6	0	0	0	0	0	11	0	0	0	1	0	0	0	47	0	0	147	0	0	992	0	0	0	1	2	5	0	0	19	9746	0	0	0	3297	0	786	0	0	0	0	0	57	18	0
r2_B13	5	0	16	19	0	0	0	4	17712	1	365	18	0	0	0	0	0	13	0	21	1	16	31	0	0	6	0	30	1287	1	0	0	0	0	0	439	1	0	1	1	2334	15	0	0	0	0	0	0	0	0	0	28984	12	0	0	0	0	0	14	0	0	0	0	0	0	0	7	0	0	12	0	0	3277	0	0	0	0	7	7	1	0	1547	12111	0	0	0	649	0	453	0	0	0	0	1	24	3151	0
r2_B14	4	0	10	38	0	0	1	2	15300	0	401	22	0	0	0	0	0	4	0	17	0	16	85	0	0	1	0	18	2325	0	0	0	0	0	0	263	1	0	2	2	7353	0	0	0	0	0	0	0	0	0	0	41167	94	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	42	0	0	1030	0	0	1	1	0	14	0	0	40	8279	0	0	0	1010	0	546	0	0	0	0	0	118	342	0
r2_B15	3	1	8	33	0	0	0	5	23267	1	405	10	0	0	0	0	0	4	0	10	1	31	42	0	0	6	1	16	2525	0	0	0	0	0	0	164	1	0	2	2	6968	3	0	0	0	0	0	0	0	0	0	45604	34	0	0	0	0	0	10	0	0	0	1	0	0	0	6	0	0	21	0	0	1322	0	0	0	0	0	9	0	0	68	11730	0	0	0	2507	0	445	0	0	0	0	0	113	449	0
r2_B16	2	0	13	25	0	0	0	8	11928	0	512	11	0	0	0	0	0	15	0	10	0	10	44	0	0	6	1	26	1556	3	0	0	0	0	0	289	0	0	0	2	2690	16	0	0	0	0	0	0	0	0	0	33913	25	0	1	0	2	0	13	0	0	0	0	0	0	0	4	0	0	26	0	0	2043	0	0	0	0	6	11	0	0	908	9152	0	0	0	604	0	296	0	0	0	0	0	20	2841	0
r2_B17	1	1	2	10	0	0	0	1	18650	0	222	5	0	0	0	0	0	5	0	10	4	11	8	0	0	0	0	10	286	0	0	0	0	0	0	142	1	0	2	5	2186	5	0	1	0	0	0	0	0	0	0	23094	0	1	0	0	0	0	4	0	0	0	0	0	0	0	42	0	0	2	0	0	2096	0	0	0	0	0	5	0	0	390	7161	0	0	0	6187	0	331	0	0	1	0	0	269	681	0
r2_B18	5	1	6	13	0	0	0	0	16100	0	719	14	0	0	0	0	0	4	0	11	0	24	72	0	0	0	0	32	895	0	1	0	0	0	0	184	1	0	1	2	2292	9	0	0	0	0	0	0	1	0	0	19253	79	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	25	0	0	1539	0	0	0	0	9	5	0	0	505	12355	0	0	0	2159	0	768	0	0	0	0	0	41	1329	0
r2_B19	2	1	2	12	0	0	0	2	19062	0	383	11	0	0	0	0	0	0	0	7	0	33	11	0	0	5	0	32	1024	0	0	0	0	0	0	458	0	0	0	2	1443	13	0	0	0	0	0	0	0	0	0	26860	11	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	5	0	0	1758	0	0	0	0	3	3	0	0	595	10305	0	0	0	2091	0	325	0	0	0	0	0	32	2733	0
r2_B2	4	1	9	8	0	0	0	0	18786	0	40	8	0	0	0	0	0	1	0	11	0	229	63	0	0	7	0	63	2105	1	0	0	0	0	1	731	1	0	455	8	2578	25	0	0	0	0	0	1	1	0	0	29129	58	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	25	0	0	2741	0	0	0	0	1	4	0	0	2375	11220	0	0	0	2854	0	312	0	0	0	0	0	23	4858	0
r2_B20	12	0	5	5	0	0	0	1	943	0	297	0	0	0	0	0	0	0	0	2	0	47	185	0	0	2	1	9	792	1	0	0	0	0	0	19	0	0	12	0	963	3	0	0	0	0	0	0	0	0	0	7610	90	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	63	0	0	64	0	0	0	0	3	3	0	0	43	3599	0	0	0	219	0	29	0	0	0	0	0	6	712	0
r2_B21	30	0	9	8	0	0	0	1	2687	0	567	10	0	0	0	0	0	0	0	6	0	119	510	0	0	1	0	15	1196	1	0	0	0	0	0	31	1	0	9	0	1696	1	0	0	0	0	0	0	0	0	0	18866	136	0	1	0	1	0	3	0	0	0	0	1	0	0	0	0	0	216	0	0	213	0	0	0	0	3	3	0	0	135	7444	0	0	1	654	0	57	0	0	0	0	0	22	1268	0
r2_B22	20	1	6	5	0	0	0	0	1431	0	521	2	0	0	0	0	0	0	0	3	0	115	493	0	0	3	1	17	1052	0	0	0	0	0	0	29	0	0	2	1	1306	2	0	0	0	0	0	0	0	0	0	15140	160	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	187	0	0	89	0	0	0	0	1	1	0	0	103	4954	0	0	0	611	0	44	0	0	0	0	0	14	831	0
r2_B23	35	2	4	15	0	0	0	0	1894	0	888	13	0	0	0	0	0	0	0	11	0	131	594	0	0	3	0	10	1433	0	0	0	0	1	0	41	1	1	8	1	1695	1	0	0	0	1	0	0	0	0	0	17511	147	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	261	0	1	143	0	0	0	0	0	11	0	0	147	7826	0	0	0	953	0	69	0	0	0	0	0	16	1198	0
r2_B24	90	1	12	10	0	0	0	0	16732	0	294	2	0	0	0	0	0	0	0	0	0	23	27	0	0	1	0	29	636	0	0	0	0	0	0	381	0	0	1	9	943	6	0	0	0	0	0	0	0	0	0	18461	28	0	2	0	1	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	2532	0	0	0	0	1	4	0	0	887	11100	0	0	0	3645	0	417	0	0	0	0	0	30	3555	0
r2_B25	15	1	6	5	0	0	0	0	13219	1	485	5	0	0	0	0	0	0	0	5	0	40	0	0	0	1	0	16	777	0	0	0	0	0	2	260	0	0	0	3	1563	6	0	0	0	2	0	0	1	0	0	20754	6	1	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	2044	1	0	1	0	1	7	0	0	877	15000	0	0	0	1615	0	729	0	0	1	0	0	20	2793	0
r2_B26	15	1	8	10	0	0	0	0	8544	0	955	7	0	0	0	0	0	0	0	8	0	48	4	0	0	3	0	27	960	1	0	0	0	0	1	92	1	0	1	1	1182	13	0	0	0	2	0	0	0	0	0	29764	6	0	3	0	0	0	13	0	0	0	0	0	0	0	0	0	1	3	0	0	1181	0	0	0	0	0	8	0	0	448	14511	0	0	0	798	0	675	0	0	0	0	0	38	2811	0
r2_B27	5	1	5	8	0	0	0	0	12205	0	525	4	0	0	0	0	0	4	0	8	0	60	121	0	0	5	0	10	997	5	0	0	0	0	0	115	0	0	2	2	5700	5	0	0	0	0	0	0	0	0	0	30897	16	0	0	0	0	0	33	0	0	0	0	3	0	0	18	0	0	37	0	0	1788	1	0	0	0	1	3	0	0	481	11447	0	0	1	654	0	597	0	0	0	0	0	49	2482	0
r2_B28	0	2	4	2	0	0	0	0	9635	0	4	4	0	1	0	0	0	1	0	2	6	23	0	0	0	0	0	7	582	0	0	0	0	0	0	175	0	0	1	5	1409	0	0	0	0	0	0	0	0	0	0	9668	39	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1444	0	0	0	0	1	7	0	0	333	5643	0	0	0	4333	0	527	0	0	0	0	0	15	208	0
r2_B29	1	0	5	13	0	0	0	0	9736	0	21	6	0	0	0	0	0	2	0	8	0	65	0	0	0	0	0	15	844	0	0	0	0	0	0	140	0	0	1	3	2172	0	0	1	0	0	0	0	0	0	0	11907	155	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1400	0	0	0	0	0	3	0	0	203	6584	0	0	0	2749	0	380	0	0	0	0	0	31	282	0
r2_B3	4	1	11	11	0	0	0	2	13738	0	290	4	0	0	0	0	0	1	0	8	2	188	4	0	0	1	0	24	827	0	0	0	0	0	1	411	0	0	4	7	1264	19	0	0	0	0	0	0	0	0	0	21453	36	0	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	7	0	0	1364	0	0	0	0	3	9	0	0	334	8197	0	0	0	4454	0	137	0	0	0	0	0	12	1160	0
r2_B30	0	0	0	20	0	1	1	0	21679	1	64	13	0	0	1	0	0	2	0	11	2	77	0	0	0	0	1	29	1249	0	0	0	0	0	0	343	0	0	2	6	4034	5	0	1	0	0	0	1	0	0	0	25003	139	0	0	1	0	3	17	0	0	0	0	0	0	0	0	0	0	2	0	1	2062	0	0	0	0	0	6	0	0	461	11597	1	0	0	3137	0	1051	0	0	0	0	0	28	1242	1
r2_B31	1	1	2	16	0	0	0	0	20081	0	58	7	0	0	0	0	0	3	0	8	0	26	0	0	0	1	0	36	1075	0	0	0	0	0	1	573	0	0	2	2	2585	14	0	0	0	0	0	0	0	0	0	21401	132	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	7	0	0	2184	0	0	0	0	4	9	0	0	555	8200	0	0	0	3422	0	868	0	0	0	0	0	12	2556	0
r2_B32	0	1	4	13	0	0	0	0	15210	0	1391	10	0	0	0	0	0	0	0	11	0	45	0	0	0	0	0	42	2881	1	0	0	0	0	0	112	0	0	2	0	10715	26	0	0	0	0	0	0	0	0	0	14151	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	21	0	0	1622	0	0	0	0	2	13	0	0	546	8839	0	0	1	501	0	260	0	0	0	0	0	7	4122	0
r2_B33	2	3	0	7	0	0	0	0	13512	0	436	4	0	0	0	0	0	0	0	7	0	35	0	0	0	1	0	10	934	0	0	0	0	0	0	229	0	0	0	1	3622	9	0	0	0	0	0	0	0	0	0	9649	18	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	24	0	0	1570	0	0	0	0	3	7	0	0	413	4803	0	0	0	265	0	337	0	0	0	0	0	6	2021	0
r2_B34	0	1	0	7	0	0	0	0	9796	0	1012	3	0	0	0	0	0	2	0	3	0	19	0	0	0	0	0	20	1695	0	0	0	0	0	0	56	0	0	0	0	5233	22	0	0	0	0	0	0	0	0	0	5877	8	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	10	0	0	1316	0	0	0	0	2	4	1	0	402	5321	0	0	1	312	0	107	1	0	0	0	0	4	2576	0
r2_B35	2	1	0	5	0	0	0	0	11440	0	1912	4	0	0	0	0	0	0	0	3	0	22	0	0	0	1	0	3	829	0	0	0	0	0	1	134	0	0	6	0	2725	6	0	0	0	0	0	0	0	0	0	23165	28	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	197	0	0	1405	0	0	0	0	0	9	0	0	239	6647	0	0	0	1811	0	314	0	0	1	0	0	22	1049	0
r2_B36	1	1	2	5	0	0	0	0	14085	0	339	3	0	0	0	0	0	2	1	3	0	74	7	0	0	0	0	3	1109	0	0	0	0	0	0	229	0	0	592	1	925	1	0	0	0	0	0	0	0	0	0	20066	33	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	17	0	0	1016	0	0	0	0	0	5	0	0	105	6516	0	0	0	1624	0	207	0	0	0	0	0	25	6	0
r2_B37	2	2	2	5	0	0	0	0	12354	0	384	3	0	0	0	0	1	2	0	0	0	45	11	0	0	2	0	1	1141	0	0	0	0	0	0	224	0	0	552	3	817	0	0	0	0	0	0	0	0	0	0	16546	36	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	13	0	0	999	0	0	0	0	0	4	0	0	103	5961	0	0	0	1449	0	203	0	0	0	0	0	26	0	0
r2_B38	0	0	1	6	0	0	0	0	11733	0	437	12	0	1	0	0	0	2	0	4	1	49	8	0	0	1	0	2	1004	0	0	0	0	0	0	155	0	0	551	5	734	0	0	0	0	0	0	0	0	0	0	15114	42	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	12	0	0	766	0	0	0	0	0	6	0	0	65	5544	0	0	0	1229	0	124	0	0	0	0	0	28	0	0
r2_B39	0	1	2	4	0	0	0	2	17833	0	364	9	0	0	0	0	0	3	0	4	0	56	9	0	0	2	0	7	1147	0	0	0	0	0	0	257	0	0	727	7	1029	2	0	0	0	0	0	0	0	0	0	21884	52	0	1	0	1	0	20	0	0	0	0	0	0	0	0	0	0	15	0	0	1327	0	0	0	0	0	1	0	0	120	6740	0	0	0	2030	0	235	0	0	0	0	0	39	1	0
r2_B4	34	1	37	19	0	0	0	1	33791	0	664	13	0	0	0	0	0	3	0	9	11	800	10	0	0	57	0	85	1960	1	0	0	0	0	0	1137	2	0	10	14	2640	36	0	0	0	2	0	0	2	0	0	34262	44	0	2	0	0	0	10	0	0	0	0	0	0	0	4	0	0	10	0	0	3886	0	0	0	0	0	18	1	0	580	15558	0	0	0	12634	0	314	0	0	0	0	0	27	3392	0
r2_B40	11	1	0	5	0	0	0	0	17068	0	169	4	0	0	0	0	0	3	0	3	0	119	57	0	0	1	0	10	571	0	0	0	0	0	1	528	0	0	114	11	624	3	0	0	0	0	0	0	0	0	0	17836	9	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	45	0	0	2411	0	0	0	0	0	6	0	0	901	6853	0	0	0	2317	0	577	0	0	0	0	0	22	1	0
r2_B41	11	1	4	5	0	0	0	0	19866	0	179	6	0	0	0	0	0	3	0	7	0	144	68	0	0	0	0	19	591	1	1	0	0	0	1	596	0	0	142	12	605	0	0	0	0	0	0	0	0	0	0	20525	25	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	47	0	0	2457	0	0	0	0	1	7	0	0	1035	9136	0	0	0	2634	0	619	0	0	0	0	0	18	2	0
r2_B42	27	2	0	8	0	0	0	0	13709	0	185	6	0	0	0	1	0	1	0	2	0	81	10	0	0	1	0	3	722	1	0	0	0	0	1	372	2	0	2	3	288	0	0	0	0	0	0	0	0	0	1	24431	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	25	0	0	1603	0	0	0	0	3	10	0	0	523	9082	0	0	0	842	0	559	0	1	0	0	0	14	79	0
r2_B43	44	4	4	9	0	0	0	1	14839	0	241	6	0	0	0	0	0	3	0	2	0	704	6	0	0	0	0	11	1868	3	0	0	0	0	0	251	1	0	56	5	378	8	0	0	0	0	0	0	0	0	0	25102	36	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	224	0	0	1124	0	0	0	0	2	9	0	0	782	7599	0	0	0	3387	0	242	0	0	0	0	0	11	620	0
r2_B44	102	2	2	11	0	0	0	1	19215	1	277	13	0	0	0	0	0	3	0	10	0	645	1	0	0	2	0	19	2281	2	0	0	0	0	0	349	0	0	68	1	555	6	0	0	0	0	0	0	1	0	0	22956	49	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	130	0	0	1392	0	0	0	0	0	13	0	0	1129	8607	0	0	0	3865	0	243	0	0	0	0	0	9	750	0
