sample	Acidaminococcaceae	Acidilobaceae	Actinomycetaceae	Aerococcaceae	Alcaligenaceae	Bacillaceae 1	Bacillaceae 2	Bacillales_Incertae Sedis XI	Bacteroidaceae	Bacteroidales_incertae_sedis	Bifidobacteriaceae	Bradyrhizobiaceae	Brucellaceae	Burkholderiaceae	Caldilineaceae	Caldisphaeraceae	Campylobacteraceae	Carnobacteriaceae	Caulobacteraceae	Chitinophagaceae	Chloroplast	Clostridiaceae 1	Clostridiaceae 2	Clostridiaceae 3	Clostridiaceae 4	Clostridiales_Incertae Sedis XI	Clostridiales_Incertae Sedis XII	Clostridiales_Incertae Sedis XIII	Coriobacteriaceae	Corynebacteriaceae	Cyclobacteriaceae	Cytophagaceae	Defluviitaleaceae	Dermabacteraceae	Desulfohalobiaceae	Desulfovibrionaceae	Desulfurococcaceae	Dietziaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Flammeovirgaceae	Flavobacteriaceae	Fusobacteriaceae	Gracilibacteraceae	Halanaerobiaceae	Hydrogenophilaceae	Incertae Sedis XI	Kineosporiaceae	Labilitrichaceae	Lachnospiraceae	Lactobacillaceae	Leptotrichiaceae	Leuconostocaceae	Marinilabiliaceae	Methanobacteriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Mycobacteriaceae	Mycoplasmataceae	Neisseriaceae	Nocardiaceae	Nocardiopsaceae	Oxalobacteraceae	Pasteurellaceae	Peptococcaceae 1	Peptococcaceae 2	Peptostreptococcaceae	Planctomycetaceae	Planococcaceae	Porphyromonadaceae	Prevotellaceae	Prolixibacteraceae	Propionibacteriaceae	Pseudomonadaceae	Puniceicoccaceae	Pyrodictiaceae	Rhodobacteraceae	Rhodospirillaceae	Rikenellaceae	Ruminococcaceae	Sphingobacteriaceae	Sporolactobacillaceae	Staphylococcaceae	Streptococcaceae	Sulfolobaceae	Sutterellaceae	Synergistaceae	Syntrophobacteraceae	Syntrophomonadaceae	Thermaceae	Thermoproteaceae	Veillonellaceae	Verrucomicrobiaceae	Xanthomonadaceae
r1_C23	10	0	35	20	0	0	0	12	3117	0	1040	15	0	0	0	0	0	7	0	36	0	121	4	0	0	9	0	13	860	3	0	0	0	0	0	2	0	0	735	0	1652	14	0	0	0	0	0	0	0	0	0	30580	19	0	0	0	0	0	27	0	0	0	0	0	0	0	1	1	0	463	0	0	378	0	0	0	1	0	1	0	0	951	13452	0	0	4	3242	0	142	0	0	0	0	0	494	14	0
r1_C24	1	0	27	20	0	0	0	4	2766	0	184	1	0	0	0	0	0	8	0	17	0	45	0	0	0	13	0	19	372	1	0	0	0	0	0	2	0	0	178	0	596	4	0	0	0	0	0	0	0	0	0	20113	83	0	1	0	0	0	19	0	0	0	0	0	0	0	2	2	0	132	0	0	172	1	0	0	1	0	1	0	0	315	8372	0	0	3	1930	0	157	0	0	0	0	0	188	7	0
r1_C25	39	0	6	178	0	0	0	1	723	0	226	59	0	0	0	0	0	1	0	191	0	19	1	0	0	1	0	9	265	2	0	0	0	0	0	4	0	0	28	0	376	2	0	0	0	0	0	0	0	0	0	6449	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	1	115	0	0	1	0	0	4	0	1	133	3577	0	0	0	244	0	24	0	0	0	0	0	87	62	0
r1_C26	1	0	15	8	0	0	0	3	2507	0	1227	4	0	0	0	0	0	2	0	10	3	37	8	0	0	24	0	12	556	21	0	0	0	0	0	0	0	0	187	1	750	11	0	0	0	0	0	0	0	0	0	13683	7	0	0	0	0	0	13	0	0	0	0	0	0	0	0	3	0	246	0	0	121	5	0	0	0	0	0	0	0	231	6062	0	0	2	637	0	47	0	0	0	0	0	136	2	0
r1_C27	4	0	37	39	0	0	0	5	2731	0	1113	3	0	0	0	0	0	5	0	18	1	33	1	0	0	5	0	13	761	6	0	0	0	0	0	0	0	0	25	3	1214	8	0	0	0	0	0	0	0	0	0	21799	29	0	1	0	0	0	15	0	0	0	0	0	0	0	0	1	0	266	0	0	110	0	0	0	0	0	1	0	1	508	9550	0	0	5	1625	0	27	0	0	0	0	0	28	10	0
r1_C28	5	0	33	53	0	0	0	3	1946	0	441	9	0	0	0	0	0	4	0	48	0	107	1	0	0	7	0	44	1245	18	0	0	0	1	0	4	0	0	114	1	1622	15	0	0	0	0	0	0	0	0	0	30451	5	0	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0	367	0	0	258	3	0	0	1	0	0	0	0	771	13836	0	0	5	981	0	96	0	0	0	0	0	103	15	0
r1_C29	1	0	107	27	0	0	0	6	691	0	255	1	0	0	0	0	0	7	0	18	0	115	3	0	0	74	0	36	1346	13	0	0	0	0	0	1	0	0	199	2	1975	17	0	0	0	0	0	0	8	0	0	26998	8	0	4	0	0	0	5	0	0	0	0	1	0	0	0	15	0	906	0	0	274	26	0	0	0	0	2	0	0	43	9031	0	0	3	1006	0	22	0	0	0	0	0	34	5	0
r1_C3	25	0	319	39	0	0	0	35	9181	0	377	0	0	0	0	0	0	7	0	35	1	110	1	0	0	544	0	62	2871	7	0	0	0	0	0	0	0	0	497	2	4324	24	0	0	0	0	0	0	36	0	0	37563	5	0	2	0	0	0	25	0	0	0	0	0	0	0	2	210	0	497	0	0	2228	103	0	0	0	0	1	0	2	2337	15906	0	0	4	5543	0	498	0	0	0	0	0	158	13	0
r1_C30	4	0	12	13	0	0	0	2	3694	0	584	2	0	0	0	0	0	4	0	16	0	25	0	0	0	3	0	10	609	2	0	0	0	0	0	1	0	0	123	1	483	8	0	0	0	0	0	0	0	0	0	15894	15	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	47	0	0	237	0	0	0	0	0	0	0	0	734	6743	0	0	1	537	0	98	0	0	0	0	0	50	2	0
r1_C31	3	0	31	20	0	0	0	3	930	0	786	0	0	0	0	0	1	3	0	14	0	42	0	0	0	60	0	12	935	96	0	0	0	0	0	0	0	0	359	18	686	8	0	0	0	0	0	0	9	0	0	16469	5	0	2	0	0	0	15	0	0	0	0	2	0	0	0	6	0	320	0	0	239	5	0	0	0	0	0	0	0	182	5070	0	0	0	1120	0	13	0	0	0	0	0	7	10	0
r1_C32	1	0	26	14	0	0	0	7	2323	0	1248	1	0	0	0	0	0	5	0	14	0	64	1	0	0	6	0	11	1075	9	0	0	0	0	0	0	0	0	2613	82	1103	10	0	0	0	0	0	0	0	0	0	35497	16	0	7	0	0	0	22	0	0	0	0	0	0	0	0	3	0	361	0	0	269	0	0	0	0	0	0	0	0	585	7755	0	0	0	1972	0	61	0	0	0	0	0	33	6	0
r1_C33	2	0	64	25	0	0	0	2	3795	0	1362	0	0	0	0	0	0	6	0	20	0	86	0	0	0	17	0	11	726	4	0	0	0	0	0	0	0	0	279	0	1177	9	0	0	0	0	0	0	1	0	0	29038	47	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	103	0	0	277	0	0	0	0	0	0	0	0	514	10030	0	0	0	1738	0	259	0	0	0	0	0	111	12	0
r1_C4	1	0	71	16	0	0	0	6	2208	0	15	0	0	0	0	0	0	1	0	13	1	52	1	0	0	88	0	19	947	2	0	0	0	0	0	0	0	0	40	0	1443	9	0	0	0	0	0	0	2	0	0	9105	2	0	0	0	0	0	7	0	0	0	0	0	0	0	2	224	0	153	0	0	547	5	0	0	0	0	0	0	0	838	7054	0	0	1	2153	0	70	0	0	0	0	0	9	4	0
r1_C5	9	0	69	50	0	1	0	11	1776	0	30	5	0	0	0	0	0	1	0	46	0	28	0	0	0	81	0	17	1211	1	0	0	0	0	0	2	0	0	12	0	886	7	0	0	0	0	0	0	10	0	0	7885	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	93	0	0	571	1	0	0	0	0	0	0	1	1055	4988	0	0	1	1872	0	140	0	0	0	0	0	13	14	0
r1_C6	17	0	104	125	0	0	0	11	5782	0	95	5	0	0	0	0	0	3	0	144	0	157	0	0	0	2	0	27	781	0	0	0	0	0	0	3	0	0	86	0	1950	23	0	0	0	0	0	0	0	0	0	23789	2	0	1	0	0	0	8	0	0	0	0	0	0	0	0	12	0	98	0	0	533	0	0	0	0	0	2	0	1	431	7205	0	0	2	4756	0	53	0	0	0	0	0	42	42	0
r1_C7	5	0	164	39	0	0	0	37	5491	0	22	0	0	0	0	0	0	8	0	33	1	228	2	0	0	5	0	106	2140	8	0	0	0	0	0	0	0	0	27	1	4779	23	0	0	0	0	0	0	1	0	0	42482	4	0	152	0	0	0	69	0	0	0	0	0	0	0	10	7	0	322	0	0	1686	0	1	0	0	0	0	0	0	4307	25304	0	0	4	1921	0	539	0	0	0	0	0	59	13	0
r1_C8	1	0	20	31	0	0	0	19	13189	0	208	2	0	0	0	0	0	2	0	25	0	112	0	0	0	2	1	12	438	1	0	0	1	0	0	2	0	0	6	3	896	17	0	0	0	0	0	0	0	0	0	29230	3	0	56	0	0	0	12	0	0	0	0	0	0	0	16	37	0	178	0	0	1930	0	0	0	4	0	0	0	0	1056	9478	0	0	2	6663	0	45	0	0	0	0	0	289	15	0
r1_C9	5	0	38	44	0	0	0	12	11083	0	146	5	0	0	0	0	0	1	0	27	5	141	0	0	0	9	0	27	784	0	0	0	0	0	0	0	0	0	1303	87	1346	24	0	0	0	0	0	0	0	0	0	30381	8	0	106	0	0	0	24	0	0	0	1	0	0	0	13	606	0	377	0	0	1414	0	0	0	405	0	0	0	0	686	9395	0	0	6	6139	0	15	0	0	0	0	0	349	15	0
r2_1	1384	0	74	1	0	0	0	13	16796	0	3392	1	0	0	0	0	0	89	0	1	9	453	1	0	0	0	0	4	3647	0	0	0	0	0	0	0	0	0	14	34	6291	9	0	0	1	0	0	0	0	0	0	37418	190	0	933	0	0	0	84	0	0	0	0	0	0	0	0	0	0	1	0	0	2529	0	0	0	0	0	12	0	0	116	21491	0	0	1	24244	0	22	0	0	0	0	0	6468	3	0
r2_10	215	0	16	3	0	0	0	0	7186	0	2381	2	0	0	0	0	0	4	0	1	1	11	1	0	0	1	1	7	633	0	0	0	0	0	0	0	0	0	2	0	1867	12	0	0	0	0	0	0	0	0	0	11131	4	0	28	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	0	0	781	0	0	0	0	0	8	0	0	87	7281	0	0	0	146	0	50	0	0	0	0	0	2336	1	0
r2_11	840	3	119	25	0	0	0	12	6882	0	6141	5	0	0	0	0	0	13	0	2	1	53	111	0	0	12	0	25	7581	0	0	0	0	0	0	0	0	0	24	1	5625	82	0	0	0	0	0	0	0	0	0	26898	7	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	74	0	0	1247	0	0	0	0	1	16	0	0	169	12264	0	0	0	1354	0	23	0	0	0	0	0	1588	4	0
r2_12	554	1	73	4	0	0	0	1	15821	0	2834	2	0	0	0	0	0	1	0	4	2	240	29	0	0	0	0	13	1063	0	0	0	0	0	0	0	0	0	8	0	2834	8	0	0	0	0	0	0	0	0	0	20488	6	0	0	0	0	0	15	0	0	0	0	0	0	0	16	0	0	64	0	0	1863	0	0	0	0	0	5	0	0	184	12023	0	0	0	725	0	209	0	0	0	0	0	5817	1	0
r2_13	1027	0	120	8	0	0	0	5	22617	0	1671	2	0	0	0	0	0	64	0	1	19	46	1	0	0	2	0	29	1279	0	0	0	0	0	0	0	0	0	91	22	3792	14	0	0	0	0	0	0	0	0	0	29633	70	0	157	0	0	1	37	0	0	0	0	0	0	0	34	0	0	83	0	0	2538	0	0	0	2	0	4	0	0	180	10911	0	0	0	2058	0	93	0	0	0	0	0	5298	0	0
r2_14	510	1	81	1	0	0	0	10	6009	1	1984	2	0	0	0	0	0	32	0	1	1	76	34	0	0	3	0	13	872	0	0	0	0	0	0	0	1	0	14	13	1959	14	0	0	2	0	0	0	0	0	0	24520	0	0	168	0	0	0	16	0	0	0	0	0	0	0	4	1	0	91	0	0	683	0	0	0	0	0	7	1	0	78	13287	0	0	0	7336	0	12	0	0	0	0	0	2571	1	0
r2_15	530	0	29	6	0	0	0	1	13906	0	3190	5	0	0	0	0	0	5	0	4	2	29	24	0	0	0	0	17	961	0	0	0	0	0	0	0	0	0	4	0	2449	15	0	0	1	0	0	0	0	0	0	24336	0	0	9	0	0	0	5	0	0	0	0	0	0	0	1	0	0	41	0	0	1624	0	0	0	0	0	10	0	0	215	14294	0	0	0	1113	0	227	0	0	0	0	0	5629	1	0
r2_16	425	1	27	6	0	0	0	1	7933	0	2948	4	0	0	0	0	0	0	0	5	0	16	2	0	0	0	0	9	915	0	0	0	0	0	0	0	2	0	0	4	1479	27	0	0	0	0	0	0	0	0	0	15040	1	0	4	0	0	0	2	0	0	0	0	0	0	0	1	0	0	29	0	0	1355	0	0	0	0	0	23	0	0	307	14640	0	0	0	2673	0	133	0	0	0	0	0	3116	1	0
r2_17	754	0	57	6	0	0	0	2	8203	0	2996	8	0	0	0	0	0	5	0	6	0	89	81	0	0	1	1	22	1389	0	0	0	1	0	0	0	2	0	13	3	2419	34	0	0	0	0	0	0	0	0	0	23797	230	0	178	0	0	0	1	0	0	0	0	0	0	0	17	0	0	77	0	0	1097	1	0	0	0	1	5	0	0	349	18926	0	0	0	5166	0	100	0	0	0	0	0	2858	1	0
r2_18	305	1	30	6	0	0	0	1	5190	0	3834	2	0	0	0	0	0	11	0	2	0	27	58	0	0	1	1	38	1411	0	0	0	0	0	0	0	0	0	11	12	4140	47	0	0	0	0	0	0	0	0	0	21577	225	0	2	0	0	0	10	0	0	0	0	0	0	0	2	0	0	43	0	0	739	0	0	0	0	0	5	0	0	176	10184	0	0	0	7260	0	36	0	0	0	0	0	2476	2	0
r2_19	454	1	24	3	0	0	0	3	7362	0	2629	2	0	0	0	0	0	3	0	1	0	29	137	0	0	3	0	16	1635	0	0	0	0	0	0	1	0	0	0	17	3052	32	0	1	0	0	0	0	0	0	0	21058	131	0	2	0	0	0	3	0	0	0	0	0	0	0	2	0	0	48	0	0	1008	0	0	0	0	0	10	0	0	215	11218	0	0	0	4693	0	98	0	0	0	0	0	4280	1	0
r2_2	776	6	76	8	0	0	0	1	8944	0	5046	2	0	0	0	0	0	41	0	1	9	41	0	0	0	0	0	54	3107	0	0	0	0	0	0	0	1	0	174	9	9865	50	0	0	0	0	0	0	0	0	0	32544	186	0	197	0	0	0	24	0	0	0	0	0	0	0	0	0	0	10	0	0	1739	0	0	0	0	0	6	0	0	326	23807	0	0	0	7854	0	32	0	0	0	0	0	2801	5	0
r2_20	1064	2	138	12	0	0	0	21	19653	0	9492	10	0	0	0	0	0	57	0	1	0	47	16	0	0	0	0	28	2836	0	0	0	0	0	0	0	0	0	352	4	6428	41	0	0	2	0	0	0	0	0	0	44186	32	0	66	0	0	0	45	0	0	0	0	0	0	0	89	0	0	170	0	0	1614	0	0	0	0	0	11	0	0	203	25603	0	0	0	6504	0	64	0	0	0	0	0	2211	1	0
r2_21	1098	2	89	10	0	0	0	7	12012	0	15785	6	0	0	0	0	0	9	0	4	1	39	1	0	0	2	0	34	3410	0	0	0	0	0	0	0	2	0	18	9	4317	62	0	0	0	0	0	0	0	0	0	31641	0	0	57	0	0	0	16	0	0	0	0	0	0	0	20	0	0	23	0	0	1946	0	0	0	0	0	19	0	0	259	29810	0	0	0	5193	0	170	0	0	0	0	0	3843	3	0
r2_22	1104	1	63	12	0	0	0	7	14170	0	7507	9	0	0	0	0	0	10	0	4	1	31	2	0	0	17	0	35	3160	1	0	0	0	0	0	0	1	0	51	24	5143	79	0	0	0	0	0	0	0	0	0	24797	148	0	37	0	0	0	4	0	0	0	0	0	0	0	0	0	0	58	0	0	2148	0	0	0	0	0	9	0	0	429	21861	0	0	0	6221	0	146	0	0	0	1	0	8883	1	0
r2_23	1403	3	69	2	0	0	0	8	17943	1	5250	11	0	0	0	0	0	6	0	4	0	43	0	1	0	4	0	40	2468	0	0	0	0	0	0	0	0	0	9	4	7021	60	0	0	0	0	0	0	0	0	0	39217	16	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	49	0	0	2154	0	0	0	0	0	12	0	0	220	11927	0	0	0	1240	0	239	0	0	0	0	0	11677	2	0
r2_24	690	2	21	6	0	0	0	2	18336	0	4838	11	0	0	0	0	0	2	0	5	0	17	0	0	0	7	0	15	2017	0	0	0	0	0	0	0	2	0	1	1	2732	40	0	0	1	0	0	0	0	0	0	21263	22	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2789	0	0	0	0	2	13	0	0	237	14050	0	0	0	2438	0	202	0	0	0	0	0	14158	2	0
r2_25	645	1	35	5	0	1	0	1	10189	0	2894	7	0	0	0	0	0	5	0	3	0	21	0	0	0	1	0	8	1388	0	0	0	0	0	0	0	1	0	3	2	2085	27	0	0	0	0	0	0	0	0	0	17198	1	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	7	0	0	1919	0	0	0	0	0	6	0	0	58	7865	0	0	0	2707	0	142	0	0	0	0	0	6525	2	0
r2_26	596	1	22	3	0	0	0	1	8883	0	3458	3	0	0	0	0	0	7	0	2	0	25	0	0	0	0	0	7	910	0	0	0	0	0	0	0	0	0	30	1	2326	8	0	0	0	0	0	0	0	0	0	19818	8	0	79	0	0	0	1	0	0	0	0	0	0	0	44	0	0	4	0	0	1095	1	0	0	0	0	3	0	0	45	10207	0	0	0	819	0	178	0	0	0	0	0	4874	0	0
r2_27	410	0	36	12	0	0	0	0	8143	0	4460	3	0	0	0	0	0	2	0	8	1	37	3	0	0	0	0	10	1815	0	0	0	0	0	0	0	0	0	343	3	1553	17	0	0	0	0	0	0	0	0	0	15937	9	0	17	0	0	0	1	0	0	0	0	0	0	0	2	0	0	34	0	0	1345	0	0	0	0	0	4	0	0	119	11582	0	0	0	339	0	219	0	0	0	0	0	2379	2	0
r2_28	278	1	14	2	0	0	0	0	7640	0	3835	4	0	0	0	0	0	0	0	3	0	25	0	0	0	2	0	11	1053	0	0	0	0	0	0	0	0	0	0	1	2198	13	0	0	0	0	0	0	0	0	0	15650	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	1186	0	0	0	0	0	5	0	0	44	7892	0	0	0	283	0	61	0	0	0	0	0	3405	1	0
r2_29	208	1	17	70	0	0	0	1	3495	0	4237	51	0	0	0	0	0	5	0	42	0	70	5	0	0	3	0	17	1737	0	0	0	0	0	0	1	4	0	8	0	2022	22	0	0	0	0	0	0	0	0	0	16497	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	36	0	0	741	0	0	0	1	0	22	0	0	176	11803	0	0	0	213	0	43	0	0	0	0	0	1244	15	0
r2_3	1334	0	17	4	0	0	0	0	16164	0	2938	5	0	0	0	0	0	17	0	2	5	31	30	0	0	0	0	34	1702	0	0	0	0	0	0	0	0	0	4	2	6174	62	0	0	0	0	0	0	0	0	0	26886	6	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	20	0	0	2040	0	0	0	0	1	13	0	0	528	22475	0	0	0	1168	0	194	0	0	0	0	0	4824	4	0
r2_30	356	0	37	6	0	0	0	2	4785	0	4862	4	0	0	0	0	0	5	0	3	6	20	0	0	0	1	0	27	1972	0	0	0	0	0	0	0	2	0	4	0	2920	33	0	0	0	0	0	0	0	0	0	16605	7	0	0	0	0	0	20	0	0	0	0	0	0	0	2	0	0	9	0	0	725	0	0	0	0	0	5	1	0	120	25127	0	0	0	554	0	3	0	0	0	0	0	93	0	0
r2_31	491	1	25	8	0	0	0	2	12359	0	6806	5	0	0	0	0	0	0	0	2	1	14	0	0	0	5	0	12	2453	0	0	0	0	0	0	0	1	0	1	2	3150	40	0	0	0	0	0	0	0	0	0	24684	70	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	11	0	0	2871	0	0	0	0	0	12	0	0	247	14820	0	0	0	973	0	103	0	0	0	0	0	2068	0	0
r2_32	590	1	21	6	0	0	0	3	3749	0	4070	3	0	0	0	0	0	7	0	1	0	21	1	0	0	0	0	20	2209	0	0	0	0	0	0	0	0	0	0	2	3051	33	0	0	0	0	0	0	0	0	0	23766	55	0	4	0	0	0	4	0	0	0	0	0	0	0	1	0	0	7	0	0	1599	0	0	0	0	0	8	0	0	311	17421	0	0	0	1796	0	66	0	0	0	0	0	4331	0	0
r2_33	1091	0	54	12	0	0	0	0	6674	0	3156	4	0	0	0	0	0	9	0	2	1	35	0	0	0	1	0	56	4117	0	0	0	1	0	0	0	1	0	0	0	5560	72	0	0	0	0	0	0	0	0	0	29215	2	0	0	0	0	0	10	0	0	0	0	0	0	42	0	1	0	14	0	0	1754	0	0	0	0	5	12	0	0	417	23980	0	0	0	2916	0	70	0	0	0	0	0	4562	2	0
r2_34	1781	2	31	18	0	0	0	1	8225	0	3466	20	0	0	0	0	0	4	0	9	7	19	0	0	0	15	0	36	5675	0	0	0	1	0	0	1	0	0	13	31	9119	57	0	0	3	0	0	0	0	0	0	32188	0	0	0	0	1	0	11	0	0	0	0	0	0	29	0	0	0	39	0	0	1519	0	0	0	0	0	22	0	0	386	32871	0	0	0	4729	0	77	0	0	0	0	1	10111	3	0
r2_35	880	1	22	25	0	0	0	1	10031	0	3767	23	0	0	0	0	0	3	0	15	1	30	0	0	0	0	0	36	3063	0	0	0	1	0	0	0	2	0	3	5	7275	27	0	0	0	0	0	0	0	0	0	39804	33	0	3	0	0	0	12	0	1	0	0	0	0	32	10	0	0	20	0	0	2379	0	0	1	1	2	13	0	0	544	32363	0	0	0	2993	0	275	0	0	0	0	0	9711	6	0
r2_36	1453	0	22	19	0	0	0	0	12973	0	6925	12	0	0	0	0	0	3	0	6	2	38	0	0	1	0	0	36	2325	0	0	0	0	0	0	1	1	0	3	0	5702	44	0	0	0	0	0	0	0	0	0	47345	73	0	119	0	0	1	16	0	0	0	0	0	0	8	0	0	0	32	0	1	4630	0	0	0	2	0	10	0	0	1460	37692	0	0	0	1321	0	494	0	0	0	0	0	8112	5	0
r2_37	5	0	0	63	0	0	0	0	57	0	46	54	0	0	0	0	0	0	0	50	0	1	1	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	7	0	69	0	0	0	0	0	0	0	0	0	0	283	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	18	0	0	0	0	0	8	1	0	8	310	0	0	0	5	0	3	0	0	0	0	0	32	19	0
r2_38	873	2	23	5	0	0	0	2	1677	0	5888	4	0	0	0	0	0	4	0	2	1	10	0	0	1	0	0	21	4321	0	0	0	0	0	0	0	0	0	1	0	3530	70	0	0	0	0	0	0	0	0	0	25137	2	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	40	0	0	998	0	0	0	0	3	8	0	0	227	14725	0	0	0	684	0	4	0	0	0	0	0	9847	2	0
r2_39	869	2	18	6	0	0	0	2	3403	0	8098	7	0	1	0	0	0	4	0	2	1	13	0	0	0	2	1	13	4040	0	0	0	0	0	0	0	4	0	0	2	3360	39	0	0	0	0	0	0	0	0	0	26299	68	0	33	0	0	0	13	0	0	0	0	0	0	0	0	0	0	10	0	0	1266	1	0	0	0	2	10	0	0	194	18377	0	0	0	2344	0	17	0	0	0	0	0	5032	1	0
r2_4	949	1	39	7	9	1	1	0	15730	0	3030	3	6	0	0	0	0	83	0	3	1	149	0	0	0	1	0	7	1353	0	0	0	0	0	0	0	1	0	14585	286	2002	47	0	0	0	0	0	0	0	0	0	18954	9	0	6	0	0	0	29	30	0	0	0	0	0	1	1	0	0	41	0	5	2596	0	0	0	0	0	10	0	0	240	10661	0	0	0	5812	0	59	0	0	0	0	0	4392	0	0
r2_40	541	2	11	8	0	1	0	1	3268	0	6234	3	0	0	0	0	0	0	0	4	1	9	0	0	1	2	1	14	3843	0	0	0	0	0	0	0	0	0	8	1	3377	33	0	0	0	0	0	0	0	0	0	17254	1	0	4	0	0	0	3	0	0	0	0	0	0	9	0	0	0	5	0	0	1028	0	0	0	0	0	7	1	0	126	18086	0	0	0	998	0	46	0	0	0	0	0	4625	3	0
r2_41	696	0	10	6	0	0	0	2	7496	0	2769	4	0	0	0	0	0	3	0	0	0	22	0	0	0	0	0	10	2658	0	0	0	0	0	0	0	0	0	2	4	2273	32	0	0	0	0	0	0	0	0	0	14414	13	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	1427	0	0	1	0	1	13	0	0	314	11074	0	0	0	2276	0	26	0	0	0	0	0	7110	2	0
r2_42	2490	3	50	5	0	0	0	2	16843	0	8163	9	0	0	0	0	0	3	0	3	7	51	2	0	0	2	0	33	6204	1	0	0	0	0	0	0	1	0	6	2	14479	91	0	0	0	0	0	0	0	0	0	46427	34	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	17	2	0	5368	0	0	0	0	1	14	0	0	830	33643	0	0	0	2161	0	57	0	0	0	0	0	4148	2	0
r2_43	179	0	42	9	0	0	0	2	748	0	7793	5	0	0	0	0	0	5	0	3	0	10	0	0	1	2	0	4	2997	0	0	0	0	0	0	0	1	0	0	1	5819	24	0	0	0	0	0	0	0	1	0	18832	34	0	9	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	5	0	0	29	8698	0	0	0	2009	0	4	0	0	0	0	0	933	1	0
r2_44	236	2	6	67	0	0	0	0	950	0	6352	40	0	0	0	0	0	0	0	34	0	14	0	0	0	0	0	4	1762	0	0	0	0	0	0	3	2	0	2	3	1491	17	0	0	0	0	0	0	0	0	0	16136	12	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	16	0	0	262	0	1	0	0	0	19	0	0	66	7493	0	0	0	761	0	3	0	0	1	0	0	948	16	0
r2_45	4	0	0	36	0	0	0	0	40	0	18	27	0	0	0	0	0	0	0	23	0	3	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	41	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	13	0	0	0	0	0	10	0	0	4	166	0	0	0	7	0	3	0	0	0	0	0	17	9	0
r2_46	261	1	10	54	0	0	0	0	264	0	3515	33	0	0	0	0	0	1	0	31	1	9	1	0	0	0	0	11	2459	0	0	0	0	0	0	3	0	0	2	1	1677	28	0	0	0	0	0	0	0	0	0	11315	1	0	32	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	1	0	93	0	0	0	0	1	19	0	0	40	6595	0	0	0	1324	0	1	0	0	0	0	0	464	15	0
r2_47	1027	2	13	9	0	0	0	1	11684	0	6499	5	0	0	0	0	0	1	0	2	3	39	0	0	1	2	0	40	4747	0	0	0	0	0	0	0	1	0	0	0	5506	28	0	0	0	0	0	0	0	0	0	35172	7	0	114	0	0	0	15	0	0	0	0	0	0	0	10	0	0	1	0	1	2269	0	0	0	0	2	17	0	0	626	22835	0	0	2	1508	1	83	0	0	2	0	0	4178	2	0
r2_48	1044	5	19	12	0	0	0	0	8194	0	7840	9	0	0	0	0	1	6	0	2	1	28	0	0	0	4	0	30	3580	0	0	0	0	0	0	0	0	0	2	12	3537	35	0	0	0	0	0	0	0	0	0	35328	2	0	8	0	0	0	21	0	0	0	0	0	0	0	35	0	0	3	0	0	2199	0	0	0	0	0	23	0	0	619	29422	0	0	0	8303	0	55	0	0	0	0	0	7237	2	0
r2_49	1024	2	34	3	0	1	0	0	2724	0	9048	13	0	0	0	0	0	5	0	1	0	33	0	0	0	2	0	40	8580	0	0	0	0	0	0	0	3	0	10	16	14950	72	0	0	0	0	0	0	0	0	0	47651	5	0	6	0	1	0	15	0	0	0	0	0	0	0	0	0	0	9	0	0	1305	0	0	0	0	1	23	0	0	275	36122	0	0	0	5465	0	24	0	0	0	0	0	7328	0	0
